id_empregado;primeironome;nomemeio;ultimonome;namestyle;datanascimento;email;telefone;sexo;departamento
244;Eric                                              ;L                                                 ;Brown                                             ;N;1942/07/08 00:00:00.000000000;eric1@adventure-works.com                         ;680-555-0118             ;M;Production                                        
247;Maciej                                            ;W                                                 ;Dusza                                             ;N;1954/08/30 00:00:00.000000000;maciej0@adventure-works.com                       ;237-555-0128             ;M;Production                                        
249;Patrick                                           ;C                                                 ;Wedge                                             ;N;1986/04/10 00:00:00.000000000;patrick0@adventure-works.com                      ;413-555-0124             ;M;Production                                        
250;Frank                                             ;R                                                 ;Martinez                                          ;N;1951/10/01 00:00:00.000000000;frank3@adventure-works.com                        ;203-555-0196             ;M;Production                                        
251;Ed                                                ;R                                                 ;Dudenhoefer                                       ;N;1971/04/11 00:00:00.000000000;ed0@adventure-works.com                           ;919-555-0140             ;M;Production                                        
252;Christopher                                       ;E                                                 ;Hill                                              ;N;1986/05/01 00:00:00.000000000;christopher0@adventure-works.com                  ;153-555-0166             ;M;Production                                        
253;Patrick                                           ;M                                                 ;Cook                                              ;N;1973/07/23 00:00:00.000000000;patrick1@adventure-works.com                      ;425-555-0117             ;M;Production                                        
254;Krishna                                           ;                                                  ;Sunkammurali                                      ;N;1971/04/05 00:00:00.000000000;krishna0@adventure-works.com                      ;491-555-0183             ;M;Production                                        
256;Danielle                                          ;C                                                 ;Tiedt                                             ;N;1986/04/07 00:00:00.000000000;danielle0@adventure-works.com                     ;500-555-0172             ;F;Production                                        
258;Michael                                           ;J                                                 ;Zwilling                                          ;N;1973/04/05 00:00:00.000000000;michael7@adventure-works.com                      ;582-555-0148             ;M;Production                                        
259;Randy                                             ;T                                                 ;Reeves                                            ;N;1969/11/26 00:00:00.000000000;randy0@adventure-works.com                        ;961-555-0122             ;M;Production                                        
260;John                                              ;T                                                 ;Kane                                              ;N;1986/04/28 00:00:00.000000000;john4@adventure-works.com                         ;254-555-0114             ;M;Production                                        
261;Jack                                              ;T                                                 ;Creasey                                           ;N;1973/03/29 00:00:00.000000000;jack1@adventure-works.com                         ;521-555-0113             ;M;Production                                        
262;Olinda                                            ;C                                                 ;Turner                                            ;N;1969/11/02 00:00:00.000000000;olinda0@adventure-works.com                       ;306-555-0186             ;F;Production                                        
266;Tom                                               ;M                                                 ;Vande Velde                                       ;N;1986/05/01 00:00:00.000000000;tom0@adventure-works.com                          ;295-555-0161             ;M;Production                                        
